latitude,longitude
53.475953,-2.22825
53.475953,-2.22825
53.482597,-2.223898
53.482406,-2.221859
53.482853,-2.223576
53.478934,-2.282978
53.475715,-2.257229
53.482827,-2.224391
53.483874,-2.223683
53.482023,-2.222417
53.482023,-2.222417
53.480831,-2.222392
53.480135,-2.223089
53.482742,-2.222889
53.483874,-2.223683
53.483874,-2.223683
53.483146,-2.224112
53.482597,-2.223898
53.482827,-2.224391
53.482597,-2.223898
53.470463,-2.288628
53.46928,-2.296039
53.46908,-2.295087
53.468688,-2.294278
53.468552,-2.294062
53.468513,-2.293578
53.466702,-2.285567
53.466811,-2.285873
53.466888,-2.286931
53.468605,-2.28455
53.46885,-2.284556
53.468308,-2.286973
53.468483,-2.289142
53.468961,-2.289092
53.469916,-2.286237
53.469661,-2.285837
53.469566,-2.285295
53.471497,-2.282345
53.471766,-2.282564
53.469897,-2.294573
53.47113,-2.282731
53.470872,-2.283803
53.471377,-2.286592
53.471011,-2.288445
53.470744,-2.28882
53.469533,-2.2958
53.470422,-2.288703
53.50231,-2.177492
53.50231,-2.177492
53.50231,-2.177492
53.471622,-2.299801
53.474656,-2.252945
53.482742,-2.222889
53.482853,-2.223576
53.482853,-2.223576
53.483619,-2.225271
53.483529,-2.224026
53.483874,-2.223683
53.474545,-2.252873
53.481821,-2.229151
53.474599,-2.250759
53.469514,-2.296292
53.479859,-2.26285
53.483806,-2.191289
53.482963,-2.188038
53.482963,-2.188038
53.483368,-2.224563
53.482827,-2.224391
53.484232,-2.223447
53.483368,-2.224563
53.476041,-2.256928
53.474689,-2.25651
53.47463,-2.254137
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.473984,-2.25645
53.488766,-2.215287
53.48326,-2.223893
53.484122,-2.225534
53.474628,-2.253762
53.473376,-2.246713
53.472067,-2.298126
53.473076,-2.288749
53.47002,-2.272837
53.471388,-2.3
53.47521,-2.257143
53.481325,-2.229445
53.481856,-2.253774
53.479918,-2.230138
53.47906,-2.233057
53.484232,-2.223447
53.482742,-2.222889
53.483368,-2.224563
53.482827,-2.224391
53.482827,-2.224391
53.482742,-2.222889
53.474437,-2.257143
53.47429,-2.25622
53.477891,-2.249075
53.471419,-2.300047
53.471419,-2.300047
53.474689,-2.250223
53.474165,-2.259106
53.474165,-2.259106
53.474165,-2.259106
53.474165,-2.259106
53.474165,-2.259106
53.474165,-2.259106
53.474165,-2.259106
53.483529,-2.224026
53.483146,-2.224112
53.482853,-2.223576
53.475312,-2.256853
53.475203,-2.257025
53.475063,-2.257593
53.482827,-2.224391
53.482853,-2.223576
53.475613,-2.256739
53.473802,-2.254598
53.474147,-2.256531
53.474763,-2.256714
53.473633,-2.255073
53.473802,-2.254598
53.47579,-2.245287
53.47579,-2.245287
53.47579,-2.245287
53.47579,-2.245287
53.47579,-2.245287
53.47579,-2.245287
53.47579,-2.245287
53.47579,-2.245287
53.474522,-2.252081
53.474311,-2.25335
53.474311,-2.25335
53.474444,-2.245278
53.475561,-2.245253
53.482597,-2.223898
53.473686,-2.256102
53.482431,-2.222653
53.479649,-2.262582
53.469291,-2.2931
53.483368,-2.224563
53.484232,-2.223447
53.483146,-2.224112
53.484232,-2.223447
53.482853,-2.223576
53.483146,-2.224112
53.484732,-2.225825
53.465641,-2.284281
53.464227,-2.289773
53.471005,-2.267223
53.4692,-2.269164
53.467994,-2.270714
53.464186,-2.282237
53.464227,-2.289773
53.466911,-2.272292
53.468938,-2.269278
53.476655,-2.253881
53.481563,-2.221258
53.482099,-2.222181
53.481247,-2.229528
53.480909,-2.229753
53.480909,-2.229753
53.480698,-2.229914
53.480698,-2.229914
53.483619,-2.225271
53.483619,-2.225271
53.468816,-2.269284
53.474452,-2.25828
53.483866,-2.225979
53.483866,-2.225979
53.48009,-2.223122
53.47829,-2.249032
53.483866,-2.225979
53.47705,-2.249395
53.477838,-2.248637
53.477838,-2.248637
53.477838,-2.248637
53.476816,-2.249414
53.476816,-2.249414
53.476816,-2.249414
53.477136,-2.250048
53.477205,-2.249184
53.477205,-2.249184
53.477205,-2.249184
53.477205,-2.249184
53.477205,-2.249184
53.477205,-2.249184
53.477205,-2.249184
53.477205,-2.249184
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.476744,-2.249203
53.476744,-2.249203
53.476744,-2.249203
53.476744,-2.249203
53.476744,-2.249203
53.476744,-2.249203
53.476744,-2.249203
53.485513,-2.243095
53.482888,-2.229145
53.480508,-2.23067
53.476744,-2.249203
53.476744,-2.249203
53.476744,-2.249203
53.476744,-2.249203
53.476744,-2.249203
53.476744,-2.249203
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.477261,-2.249037
53.476744,-2.249203
53.477713,-2.248562
53.477713,-2.248562
53.478344,-2.249637
53.477102,-2.248939
53.466961,-2.272434
53.470321,-2.29891
53.469414,-2.296013
53.470883,-2.300348
53.479801,-2.231565
53.481371,-2.220396
53.479801,-2.231565
53.479801,-2.231565
53.483083,-2.217482
53.476029,-2.238839
53.496739,-2.212296
53.496739,-2.212296
53.496739,-2.212296
53.491671,-2.22222
53.491671,-2.22222
53.483236,-2.223597
53.483325,-2.226966
53.484232,-2.223447
53.484232,-2.223447
53.475391,-2.233743
53.479619,-2.231737
53.479838,-2.230412
53.479891,-2.230314
53.47985,-2.229042
53.47983,-2.229128
53.479825,-2.22912
53.479836,-2.229112
53.479816,-2.229089
53.479738,-2.228042
53.479533,-2.226695
53.479488,-2.225853
53.479491,-2.225803
53.47948,-2.225817
53.479483,-2.225853
53.479541,-2.225806
53.479558,-2.225717
53.479447,-2.22537
53.479572,-2.224203
53.479572,-2.224159
53.479652,-2.223839
53.479655,-2.223853
53.479636,-2.227628
53.4795,-2.22552
53.479755,-2.223706
53.481367,-2.229602
53.47616,-2.238475
53.476332,-2.238335
53.476332,-2.238335
53.477264,-2.236769
53.477513,-2.236028
53.478229,-2.235095
53.478229,-2.235095
53.478229,-2.235095
53.473622,-2.255351
53.477396,-2.236425
53.477396,-2.236425
53.477396,-2.236425
53.477262,-2.236672
53.474312,-2.237217
53.474312,-2.237217
53.474312,-2.237217
53.474312,-2.237217
53.474312,-2.237217
53.48318,-2.244644
53.474305,-2.237364
53.474091,-2.237095
53.474305,-2.237209
53.485955,-2.233637
53.476962,-2.236554
53.471388,-2.300278
53.48802,-2.24739
53.474586,-2.251832
53.483261,-2.224069
53.469669,-2.295606
53.474855,-2.256531
53.48802,-2.24739
53.489162,-2.240964
53.47488,-2.256531
53.474752,-2.256467
53.478169,-2.244751
53.478169,-2.244751
53.474637,-2.255737
53.475097,-2.255995
53.474663,-2.255458
53.475302,-2.241404
53.475276,-2.241339
53.471419,-2.300047
53.471419,-2.300047
53.471828,-2.295455
53.471828,-2.295455
53.471049,-2.297387
53.471049,-2.297387
53.47057,-2.300112
53.471419,-2.300047
53.47057,-2.300112
53.47057,-2.300112
53.469925,-2.297719
53.469925,-2.297719
53.469925,-2.297719
53.469925,-2.297719
53.469925,-2.297719
53.470474,-2.296271
53.470474,-2.296271
53.470474,-2.296271
53.475059,-2.24209
53.475327,-2.241146
53.47525,-2.241232
53.476055,-2.238872
53.476259,-2.240245
53.466795,-2.277592
53.478252,-2.234902
53.474335,-2.258419
53.474019,-2.256295
53.474526,-2.254879
53.474597,-2.256714
53.470103,-2.294983
53.471393,-2.300047
53.480383,-2.230037
53.4762,-2.256414
53.475811,-2.256617
53.475638,-2.25667
53.475497,-2.256678
53.475483,-2.25667
53.475291,-2.256906
53.475188,-2.256992
53.475125,-2.256973
53.475052,-2.256756
53.474708,-2.25667
53.474675,-2.256714
53.474638,-2.256767
53.474316,-2.256695
53.47393,-2.256214
53.473869,-2.256267
53.473708,-2.256378
53.4738,-2.256089
53.473819,-2.256206
53.47353,-2.255517
53.473541,-2.255462
53.473644,-2.255189
53.473563,-2.254881
53.473586,-2.2548
53.473647,-2.254406
53.473647,-2.254406
53.473902,-2.253664
53.474002,-2.253498
53.474002,-2.253498
53.474005,-2.253484
53.473888,-2.252789
53.47393,-2.252831
53.474708,-2.256659
53.476069,-2.23862
53.476161,-2.238317
53.476125,-2.238325
53.474322,-2.251295
53.476055,-2.239334
53.475436,-2.24147
53.475044,-2.24175
53.475005,-2.241931
53.47453,-2.244487
53.474408,-2.244981
53.474422,-2.245262
53.474372,-2.245378
53.474388,-2.245873
53.47443,-2.245953
53.474475,-2.245998
53.474516,-2.246242
53.474316,-2.249128
53.474625,-2.24885
53.474594,-2.249064
53.474561,-2.249242
53.474655,-2.250481
53.474697,-2.252839
53.474669,-2.25287
53.474638,-2.2529
53.474602,-2.25425
53.47465,-2.25467
53.474747,-2.255167
53.474619,-2.255581
53.474619,-2.255581
53.474563,-2.255987
53.4672,-2.271756
53.464383,-2.280595
53.470158,-2.268703
53.478402,-2.234575
53.478122,-2.234862
53.473647,-2.256206
53.472952,-2.262137
53.485522,-2.229154
53.485522,-2.229154
53.476917,-2.23693
53.476623,-2.256349
53.483095,-2.223533
53.469516,-2.296807
53.474267,-2.251939
53.482589,-2.224069
53.483866,-2.223662
53.488517,-2.237026
53.488517,-2.237026
53.474606,-2.256016
53.474606,-2.256016
53.474606,-2.256016
53.475148,-2.245373
53.475148,-2.245373
53.475148,-2.245373
53.474619,-2.237069
53.4804,-2.222273
53.471805,-2.29832
53.475525,-2.25592
53.485584,-2.243689
53.483866,-2.225979
53.475238,-2.25902
53.473993,-2.240792
53.483368,-2.224563
53.482589,-2.223962
53.482589,-2.223361
53.480984,-2.223111
53.48078,-2.222027
53.474606,-2.256016
53.474606,-2.256016
53.483762,-2.216727
53.486137,-2.206749
53.483762,-2.216727
53.483762,-2.216727
53.483762,-2.216727
53.484674,-2.231597
53.484674,-2.231597
53.474859,-2.253043
53.474859,-2.253043
53.48301,-2.224541
53.482589,-2.223962
53.478833,-2.241725
53.473705,-2.25416
53.474286,-2.253152
53.474286,-2.253152
53.474286,-2.253152
53.473916,-2.253323
53.473916,-2.253323
53.473916,-2.253323
53.473629,-2.254557
53.473629,-2.254557
53.473629,-2.254557
53.473712,-2.25636
53.473712,-2.25636
53.473712,-2.25636
53.473712,-2.25636
53.473712,-2.25636
53.473712,-2.25636
53.474676,-2.256692
53.478194,-2.248731
53.474676,-2.256692
53.473629,-2.254557
53.473533,-2.255533
53.474813,-2.249748
53.482193,-2.222331
53.482589,-2.223361
53.474267,-2.249397
53.472182,-2.289276
53.469139,-2.29537
53.469708,-2.296915
53.470008,-2.297687
53.472182,-2.289276
53.472182,-2.289276
53.482742,-2.222889
53.482589,-2.223962
53.48341,-2.229924
53.482038,-2.221008
53.479388,-2.230321
53.479177,-2.230921
53.479177,-2.230921
53.478239,-2.23488
53.478239,-2.23488
53.476847,-2.237391
53.476119,-2.238453
53.476119,-2.238453
53.481249,-2.234408
53.477126,-2.236051
53.477126,-2.236051
53.477126,-2.236051
53.477126,-2.236051
53.477126,-2.236051
53.477126,-2.236051
53.477126,-2.236051
53.477126,-2.236051
53.477236,-2.236618
53.483042,-2.227481
53.483042,-2.227481
53.483129,-2.188918
53.474612,-2.253205
53.483866,-2.223662
53.483212,-2.223962
53.482563,-2.228425
53.483934,-2.226608
53.483212,-2.223962
53.483212,-2.223962
53.48361,-2.224284
53.48361,-2.224284
53.474676,-2.256875
53.473916,-2.25357
53.47488,-2.256188
53.474594,-2.251124
53.475258,-2.2546
53.482702,-2.224541
53.482193,-2.222331
53.475286,-2.255136
53.48361,-2.224284
53.48324,-2.224627
53.471764,-2.299425
53.471016,-2.296936
53.470277,-2.292223
53.470193,-2.298288
53.474657,-2.243378
53.474625,-2.251875
53.474523,-2.252733
53.474465,-2.24562
53.479771,-2.232091
53.478473,-2.234408
53.479858,-2.231234
53.474461,-2.252998
53.473469,-2.291411
53.474625,-2.25738
53.48324,-2.224627
53.482634,-2.223082
53.483738,-2.225335
53.474483,-2.257348
53.474497,-2.253184
53.474511,-2.253078
53.474675,-2.2537
53.483212,-2.223962
53.482634,-2.223082
53.474183,-2.241564
53.474746,-2.257068
53.479661,-2.22746
53.474637,-2.251145
53.478583,-2.235556
53.483455,-2.224327
53.48114,-2.220872
53.466891,-2.27225
53.486107,-2.211538
53.484408,-2.215422
53.4828,-2.227846
53.4828,-2.227846
53.483042,-2.227481
53.479812,-2.23158
53.474122,-2.256656
53.473563,-2.253242
53.473539,-2.256467
53.445969,-2.307171
53.445969,-2.307171
53.445969,-2.307171
53.470666,-2.294637
53.470266,-2.295714
